gTG	E_N2_num	E_N2_ana	E_N2_sf	E_N3_num	E_N3_ana	E_N3_sf
76	-3.34847	NaN	-3.32626	-3.33576	NaN	-2.54145
76.1	-3.34847	NaN	-3.32627	-3.33576	NaN	-2.54099
76.2	-3.34847	NaN	-3.32627	-3.33576	NaN	-2.54054
76.3	-3.34847	NaN	-3.32628	-3.33576	NaN	-2.54008
76.4	-3.34847	NaN	-3.32629	-3.33576	NaN	-2.53963
76.5	-3.34847	NaN	-3.32629	-3.33576	NaN	-2.53917
76.6	-3.34847	NaN	-3.32629	-3.33576	NaN	-2.53872
76.7	-3.34847	NaN	-3.32631	-3.33576	NaN	-2.53827
76.8	-3.34847	NaN	-3.32631	-3.33576	NaN	-2.53781
76.9	-3.34847	NaN	-3.32631	-3.33576	NaN	-2.53735
77	-3.34847	NaN	-3.32632	-3.33576	NaN	-2.5369
77.1	-3.34847	NaN	-3.32633	-3.33576	NaN	-2.53645
77.2	-3.34847	NaN	-3.32634	-3.33576	NaN	-2.53599
77.3	-3.34847	NaN	-3.32635	-3.33576	NaN	-2.53554
77.4	-3.34847	NaN	-3.32635	-3.33576	NaN	-2.53508
77.5	-3.34847	NaN	-3.32636	-3.33576	NaN	-2.53462
77.6	-3.34847	NaN	-3.32636	-3.33576	NaN	-2.53417
77.7	-3.34847	NaN	-3.32638	-3.33576	NaN	-2.53372
77.8	-3.34847	NaN	-3.32637	-3.33576	NaN	-2.53326
77.9	-3.34847	NaN	-3.32639	-3.33576	NaN	-2.53281
78	-3.34847	NaN	-3.3264	-3.33576	NaN	-2.53236
78.1	-3.34847	NaN	-3.32641	-3.33576	NaN	-2.5319
78.2	-3.34847	NaN	-3.32641	-3.33576	NaN	-2.53145
78.3	-3.34847	NaN	-3.32642	-3.33576	NaN	-2.53099
78.4	-3.34847	NaN	-3.32643	-3.33576	NaN	-2.53054
78.5	-3.34847	NaN	-3.32644	-3.33576	NaN	-2.53009
78.6	-3.34847	NaN	-3.32644	-3.33576	NaN	-2.52964
78.7	-3.34847	NaN	-3.32646	-3.33576	NaN	-2.52918
78.8	-3.34847	NaN	-3.32647	-3.33576	NaN	-2.52873
78.9	-3.34847	NaN	-3.32647	-3.33576	NaN	-2.52828
79	-3.34847	NaN	-3.32649	-3.33576	NaN	-2.52782
79.1	-3.34847	NaN	-3.32649	-3.33576	NaN	-2.52737
79.2	-3.34847	NaN	-3.32652	-3.33576	NaN	-2.52692
79.3	-3.34847	NaN	-3.32651	-3.33576	NaN	-2.52647
79.4	-3.34847	NaN	-3.32653	-3.33576	NaN	-2.52601
79.5	-3.34847	NaN	-3.32653	-3.33576	NaN	-2.52556
79.6	-3.34847	NaN	-3.32654	-3.33576	NaN	-2.52511
79.7	-3.34847	NaN	-3.32655	-3.33576	NaN	-2.52466
79.8	-3.34847	NaN	-3.32656	-3.33576	NaN	-2.52421
79.9	-3.34847	NaN	-3.32657	-3.33576	NaN	-2.52376
80	-3.34847	NaN	-3.32658	-3.33576	NaN	-2.5233
80.1	-3.34847	NaN	-3.32658	-3.33576	NaN	-2.52285
80.2	-3.34847	NaN	-3.3266	-3.33576	NaN	-2.5224
80.3	-3.34847	NaN	-3.32661	-3.33576	NaN	-2.52194
80.4	-3.34847	NaN	-3.32662	-3.33576	NaN	-2.52149
80.5	-3.34847	NaN	-3.32665	-3.33576	NaN	-2.52104
80.6	-3.34847	NaN	-3.32666	-3.33576	NaN	-2.52059
80.7	-3.34847	NaN	-3.32666	-3.33576	NaN	-2.52014
80.8	-3.34847	NaN	-3.32667	-3.33576	NaN	-2.51969
80.9	-3.34847	NaN	-3.32668	-3.33576	NaN	-2.51923
81	-3.34847	NaN	-3.32669	-3.33576	NaN	-2.51879
81.1	-3.34847	NaN	-3.32671	-3.33576	NaN	-2.51833
81.2	-3.34847	NaN	-3.32671	-3.33576	NaN	-2.51788
81.3	-3.34847	NaN	-3.32671	-3.33576	NaN	-2.51743
81.4	-3.34847	NaN	-3.32673	-3.33576	NaN	-2.51698
81.5	-3.34847	NaN	-3.32674	-3.33576	NaN	-2.51653
81.6	-3.34847	NaN	-3.32675	-3.33576	NaN	-2.51608
81.7	-3.34847	NaN	-3.32676	-3.33576	NaN	-2.51563
81.8	-3.34847	NaN	-3.32679	-3.33576	NaN	-2.51518
81.9	-3.34847	NaN	-3.3268	-3.33576	NaN	-2.51473
82	-3.34847	NaN	-3.3268	-3.33576	NaN	-2.51428
82.1	-3.34847	NaN	-3.32681	-3.33576	NaN	-2.51383
82.2	-3.34847	NaN	-3.32682	-3.33576	NaN	-2.51337
82.3	-3.34847	NaN	-3.32685	-3.33576	NaN	-2.51293
82.4	-3.34847	NaN	-3.32684	-3.33576	NaN	-2.51248
82.5	-3.34847	NaN	-3.32686	-3.33576	NaN	-2.51203
82.6	-3.34847	NaN	-3.32686	-3.33576	NaN	-2.51157
82.7	-3.34847	NaN	-3.32687	-3.33576	NaN	-2.51113
82.8	-3.34847	NaN	-3.32689	-3.33576	NaN	-2.51068
82.9	-3.34847	NaN	-3.32692	-3.33576	NaN	-2.51023
83	-3.34847	NaN	-3.32693	-3.33576	NaN	-2.50978
83.1	-3.34847	NaN	-3.32695	-3.33576	NaN	-2.50933
83.2	-3.34847	NaN	-3.32695	-3.33576	NaN	-2.50888
83.3	-3.34847	NaN	-3.32696	-3.33576	NaN	-2.50843
83.4	-3.34847	NaN	-3.32699	-3.33576	NaN	-2.50798
83.5	-3.34847	NaN	-3.32699	-3.33576	NaN	-2.50753
83.6	-3.34847	NaN	-3.32699	-3.33576	NaN	-2.50708
83.7	-3.34847	NaN	-3.32702	-3.33576	NaN	-2.50663
83.8	-3.34847	NaN	-3.32704	-3.33576	NaN	-2.50618
83.9	-3.34847	NaN	-3.32703	-3.33576	NaN	-2.50573
84	-3.34847	NaN	-3.32704	-3.33576	NaN	-2.50528
84.1	-3.34847	NaN	-3.32705	-3.33576	NaN	-2.50484
84.2	-3.34847	NaN	-3.32708	-3.33576	NaN	-2.50439
84.3	-3.34847	NaN	-3.32709	-3.33576	NaN	-2.50394
84.4	-3.34847	NaN	-3.32711	-3.33576	NaN	-2.50349
84.5	-3.34847	NaN	-3.32711	-3.33576	NaN	-2.50304
84.6	-3.34847	NaN	-3.32714	-3.33576	NaN	-2.50259
84.7	-3.34847	NaN	-3.32714	-3.33576	NaN	-2.50214
84.8	-3.34847	NaN	-3.32715	-3.33576	NaN	-2.5017
84.9	-3.34847	NaN	-3.32717	-3.33576	NaN	-2.50125
85	-3.34847	NaN	-3.32719	-3.33576	NaN	-2.5008
85.1	-3.34847	NaN	-3.32719	-3.33576	NaN	-2.50035
85.2	-3.34847	NaN	-3.32721	-3.33576	NaN	-2.4999
85.3	-3.34847	NaN	-3.32721	-3.33576	NaN	-2.49946
85.4	-3.34847	NaN	-3.32723	-3.33576	NaN	-2.49901
85.5	-3.34847	NaN	-3.32725	-3.33576	NaN	-2.49856
85.6	-3.34847	NaN	-3.32725	-3.33576	NaN	-2.49812
85.7	-3.34847	NaN	-3.32728	-3.33576	NaN	-2.49767
85.8	-3.34847	NaN	-3.32729	-3.33576	NaN	-2.49722
85.9	-3.34847	NaN	-3.32731	-3.33576	NaN	-2.49678
86	-3.34847	NaN	-3.32731	-3.33576	NaN	-2.49633
86.1	-3.34847	NaN	-3.32732	-3.33576	NaN	-2.49588
86.2	-3.34847	NaN	-3.32734	-3.33576	NaN	-2.49543
86.3	-3.34847	NaN	-3.32734	-3.33576	NaN	-2.49499
86.4	-3.34847	NaN	-3.32736	-3.33576	NaN	-2.49454
86.5	-3.34847	NaN	-3.32738	-3.33576	NaN	-2.4941
86.6	-3.34847	NaN	-3.3274	-3.33576	NaN	-2.49365
86.7	-3.34847	NaN	-3.32742	-3.33576	NaN	-2.4932
86.8	-3.34847	NaN	-3.32742	-3.33576	NaN	-2.49276
86.9	-3.34847	NaN	-3.32744	-3.33576	NaN	-2.49231
87	-3.34847	NaN	-3.32745	-3.33576	NaN	-2.49186
87.1	-3.34847	NaN	-3.32745	-3.33576	NaN	-2.49142
87.2	-3.34847	NaN	-3.32748	-3.33576	NaN	-2.49097
87.3	-3.34847	NaN	-3.32749	-3.33576	NaN	-2.49052
87.4	-3.34847	NaN	-3.32751	-3.33576	NaN	-2.49008
87.5	-3.34847	NaN	-3.32752	-3.33576	NaN	-2.48963
87.6	-3.34847	NaN	-3.32753	-3.33576	NaN	-2.48919
87.7	-3.34847	NaN	-3.32755	-3.33576	NaN	-2.48874
87.8	-3.34847	NaN	-3.32756	-3.33576	NaN	-2.4883
87.9	-3.34847	NaN	-3.32758	-3.33576	NaN	-2.48785
88	-3.34847	NaN	-3.32759	-3.33576	NaN	-2.4874
88.1	-3.34847	NaN	-3.32761	-3.33576	NaN	-2.48696
88.2	-3.34847	NaN	-3.32762	-3.33576	NaN	-2.48652
88.3	-3.34847	NaN	-3.32763	-3.33576	NaN	-2.48607
88.4	-3.34847	NaN	-3.32763	-3.33576	NaN	-2.48563
88.5	-3.34847	NaN	-3.32765	-3.33576	NaN	-2.48518
88.6	-3.34847	NaN	-3.32767	-3.33576	NaN	-2.48474
88.7	-3.34847	NaN	-3.32768	-3.33576	NaN	-2.48429
88.8	-3.34847	NaN	-3.3277	-3.33576	NaN	-2.48385
88.9	-3.34847	NaN	-3.32771	-3.33576	NaN	-2.4834
89	-3.34847	NaN	-3.32773	-3.33576	NaN	-2.48296
89.1	-3.34847	NaN	-3.32773	-3.33576	NaN	-2.48251
89.2	-3.34847	NaN	-3.32775	-3.33576	NaN	-2.48207
89.3	-3.34847	NaN	-3.32777	-3.33576	NaN	-2.48163
89.4	-3.34847	NaN	-3.32778	-3.33576	NaN	-2.48118
89.5	-3.34847	NaN	-3.32779	-3.33576	NaN	-2.48074
89.6	-3.34847	NaN	-3.3278	-3.33576	NaN	-2.4803
89.7	-3.34847	NaN	-3.32782	-3.33576	NaN	-2.47985
89.8	-3.34847	NaN	-3.32783	-3.33576	NaN	-2.47941
89.9	-3.34847	NaN	-3.32785	-3.33576	NaN	-2.47897
90	-3.34847	NaN	-3.32787	-3.33576	NaN	-2.47852
90.1	-3.34847	NaN	-3.32787	-3.33576	NaN	-2.47808
90.2	-3.34847	NaN	-3.32789	-3.33576	NaN	-2.47764
90.3	-3.34847	NaN	-3.3279	-3.33576	NaN	-2.47719
90.4	-3.34847	NaN	-3.32791	-3.33576	NaN	-2.47675
90.5	-3.34847	NaN	-3.32793	-3.33576	NaN	-2.47631
90.6	-3.34847	NaN	-3.32794	-3.33576	NaN	-2.47587
90.7	-3.34847	NaN	-3.32795	-3.33576	NaN	-2.47543
90.8	-3.34847	NaN	-3.32797	-3.33576	NaN	-2.47498
90.9	-3.34847	NaN	-3.32798	-3.33576	NaN	-2.47454
91	-3.34847	NaN	-3.328	-3.33576	NaN	-2.4741
91.1	-3.34847	NaN	-3.328	-3.33576	NaN	-2.47365
91.2	-3.34847	NaN	-3.32803	-3.33576	NaN	-2.47321
91.3	-3.34847	NaN	-3.32803	-3.33576	NaN	-2.47277
91.4	-3.34847	NaN	-3.32805	-3.33576	NaN	-2.47233
91.5	-3.34847	NaN	-3.32807	-3.33576	NaN	-2.47189
91.6	-3.34847	NaN	-3.32808	-3.33576	NaN	-2.47145
91.7	-3.34847	NaN	-3.32809	-3.33576	NaN	-2.47101
91.8	-3.34847	NaN	-3.3281	-3.33576	NaN	-2.47056
91.9	-3.34847	NaN	-3.32812	-3.33576	NaN	-2.47012
92	-3.34847	NaN	-3.32813	-3.33576	NaN	-2.46968
92.1	-3.34847	NaN	-3.32814	-3.33576	NaN	-2.46924
92.2	-3.34847	NaN	-3.32816	-3.33576	NaN	-2.4688
92.3	-3.34847	NaN	-3.32817	-3.33576	NaN	-2.46836
92.4	-3.34847	NaN	-3.32819	-3.33576	NaN	-2.46792
92.5	-3.34847	NaN	-3.32819	-3.33576	NaN	-2.46748
92.6	-3.34847	NaN	-3.32822	-3.33576	NaN	-2.46704
92.7	-3.34847	NaN	-3.32824	-3.33576	NaN	-2.4666
92.8	-3.34847	NaN	-3.32825	-3.33576	NaN	-2.46616
92.9	-3.34847	NaN	-3.32826	-3.33576	NaN	-2.46572
93	-3.34847	NaN	-3.32827	-3.33576	NaN	-2.46528
93.1	-3.34847	NaN	-3.32829	-3.33576	NaN	-2.46484
93.2	-3.34847	NaN	-3.32829	-3.33576	NaN	-2.4644
93.3	-3.34847	NaN	-3.32831	-3.33576	NaN	-2.46396
93.4	-3.34847	NaN	-3.32832	-3.33576	NaN	-2.46352
93.5	-3.34847	NaN	-3.32834	-3.33576	NaN	-2.46308
93.6	-3.34847	NaN	-3.32835	-3.33576	NaN	-2.46264
93.7	-3.34847	NaN	-3.32836	-3.33576	NaN	-2.4622
93.8	-3.34847	NaN	-3.32837	-3.33576	NaN	-2.46176
93.9	-3.34847	NaN	-3.32839	-3.33576	NaN	-2.46133
94	-3.34847	NaN	-3.3284	-3.33576	NaN	-2.46088
94.1	-3.34847	NaN	-3.32843	-3.33576	NaN	-2.46045
94.2	-3.34847	NaN	-3.32844	-3.33576	NaN	-2.46001
94.3	-3.34847	NaN	-3.32845	-3.33576	NaN	-2.45957
94.4	-3.34847	NaN	-3.32846	-3.33576	NaN	-2.45913
94.5	-3.34847	NaN	-3.32849	-3.33576	NaN	-2.45869
94.6	-3.34847	NaN	-3.3285	-3.33576	NaN	-2.45826
94.7	-3.34847	NaN	-3.32853	-3.33576	NaN	-2.45782
94.8	-3.34847	NaN	-3.32853	-3.33576	NaN	-2.45738
94.9	-3.34847	NaN	-3.32853	-3.33576	NaN	-2.45694
95	-3.34847	NaN	-3.32855	-3.33576	NaN	-2.4565
95.1	-3.34847	NaN	-3.32855	-3.33576	NaN	-2.45607
95.2	-3.34847	NaN	-3.32857	-3.33576	NaN	-2.45563
95.3	-3.34847	NaN	-3.3286	-3.33576	NaN	-2.45519
95.4	-3.34847	NaN	-3.3286	-3.33576	NaN	-2.45476
95.5	-3.34847	NaN	-3.32861	-3.33576	NaN	-2.45432
95.6	-3.34847	NaN	-3.32863	-3.33576	NaN	-2.45388
95.7	-3.34847	NaN	-3.32865	-3.33576	NaN	-2.45344
95.8	-3.34847	NaN	-3.32866	-3.33576	NaN	-2.45301
95.9	-3.34847	NaN	-3.32867	-3.33576	NaN	-2.45258
96	-3.34847	NaN	-3.3287	-3.33576	NaN	-2.45214
96.1	-3.34847	NaN	-3.3287	-3.33576	NaN	-2.4517
96.2	-3.34847	NaN	-3.32871	-3.33576	NaN	-2.45127
96.3	-3.34847	NaN	-3.32874	-3.33576	NaN	-2.45083
96.4	-3.34847	NaN	-3.32875	-3.33576	NaN	-2.45039
96.5	-3.34847	NaN	-3.32877	-3.33576	NaN	-2.44996
96.6	-3.34847	NaN	-3.32877	-3.33576	NaN	-2.44953
96.7	-3.34847	NaN	-3.3288	-3.33576	NaN	-2.44909
96.8	-3.34847	NaN	-3.32881	-3.33576	NaN	-2.44866
96.9	-3.34847	NaN	-3.32883	-3.33576	NaN	-2.44822
97	-3.34847	NaN	-3.32884	-3.33576	NaN	-2.44778
97.1	-3.34847	NaN	-3.32885	-3.33576	NaN	-2.44735
97.2	-3.34847	NaN	-3.32885	-3.33576	NaN	-2.44691
97.3	-3.34847	NaN	-3.32886	-3.33576	NaN	-2.44648
97.4	-3.34847	NaN	-3.32889	-3.33576	NaN	-2.44605
97.5	-3.34847	NaN	-3.32889	-3.33576	NaN	-2.44561
97.6	-3.34847	NaN	-3.32892	-3.33576	NaN	-2.44518
97.7	-3.34847	NaN	-3.32892	-3.33576	NaN	-2.44475
97.8	-3.34847	NaN	-3.32893	-3.33576	NaN	-2.44431
97.9	-3.34847	NaN	-3.32896	-3.33576	NaN	-2.44388
98	-3.34847	NaN	-3.32898	-3.33576	NaN	-2.44344
98.1	-3.34847	NaN	-3.32899	-3.33576	NaN	-2.44301
98.2	-3.34847	NaN	-3.329	-3.33576	NaN	-2.44258
98.3	-3.34847	NaN	-3.32902	-3.33576	NaN	-2.44215
98.4	-3.34847	NaN	-3.32902	-3.33576	NaN	-2.44171
98.5	-3.34847	NaN	-3.32904	-3.33576	NaN	-2.44128
98.6	-3.34847	NaN	-3.32905	-3.33576	NaN	-2.44085
98.7	-3.34847	NaN	-3.32907	-3.33576	NaN	-2.44041
98.8	-3.34847	NaN	-3.32909	-3.33576	NaN	-2.43998
98.9	-3.34847	NaN	-3.32909	-3.33576	NaN	-2.43955
99	-3.34847	NaN	-3.32911	-3.33576	NaN	-2.43912
99.1	-3.34846	NaN	-3.32912	-3.33576	NaN	-2.43869
99.2	-3.34846	NaN	-3.32914	-3.33576	NaN	-2.43826
99.3	-3.34846	NaN	-3.32915	-3.33576	NaN	-2.43782
99.4	-3.34846	NaN	-3.32915	-3.33576	NaN	-2.43739
99.5	-3.34846	NaN	-3.32916	-3.33576	NaN	-2.43696
99.6	-3.34846	NaN	-3.32919	-3.33576	NaN	-2.43653
99.7	-3.34846	NaN	-3.32921	-3.33575	NaN	-2.4361
99.8	-3.34845	NaN	-3.32923	-3.33575	NaN	-2.43567
99.9	-3.34845	NaN	-3.32923	-3.33575	NaN	-2.43524
100	-3.34844	NaN	-3.32924	-3.33574	NaN	-2.43481
